spelling,pronunciation,freq,syllables
espionage,EspienaG,87,4
espresso,EsprEso,105,3
esquire,Eskw5r,50,2
essay,Es8,313,2
essays,Es8z,55,2
essence,Esens,287,2
essential,1sEnSel,247,3
essential,isEnSel,247,3
essentially,1sEnSeli,166,4
establish,est@bl1S,323,3
established,1st@bl1St,415,3
establishing,1st@bl1S1N,73,4
establishment,1st@bl1Sment,210,4
estate,Est8t,1076,2
estates,1st8ts,68,2
esteem,Estim,86,2
esteemed,1stimd,75,2
esther,Est3r,187,2
estimate,Estem8t,243,3
estimated,Estem8ted,142,4
estimates,Estem8ts,90,3
estimates,Estemets,90,3
et,Et,647,1
eta,8te,139,2
etcetera,EtsEt3re,62,4
etch,EC,647,1
eternal,it3rnel,547,3
eternally,1t3rneli,94,4
eternity,1t3rneti,407,4
eternity,it3rneti,407,4
ethel,ETel,251,2
ether,iT3r,108,2
ethic,ET1k,53,2
ethical,ET1kel,139,3
ethics,ET1ks,273,2
ethnic,ETn1k,91,2
etiquette,Eteket,96,3
eucalyptus,jukel1ptes,25,4
eugene,juGin,353,2
eulogy,juleGi,84,3
eunuch,junek,65,2
euphemism,jufem1zm,46,3
eureka,jUrike,75,3
euro,jUro,31,2
europa,jUrope,35,3
europe,jUrep,1368,2
european,jUrepien,360,4
europeans,jUrepienz,46,4
evacuate,1v@kju8t,286,4
evacuate,iv@kju8t,286,4
evacuated,1v@kju8ted,107,5
evacuated,iv@kju8ted,107,5
evacuating,1v@kju8t1N,60,5
evacuating,iv@kju8t1N,60,5
evacuation,1v@kju8Sen,169,5
evacuation,iv@kju8Sen,169,5
evade,1v8d,45,2
evaluate,iv@lju8t,88,4
evaluation,1v@lju8Sen,225,5
evaluation,iv@lju8Sen,225,5
evans,Evenz,438,2
evasion,1v8Zen,59,3
evasive,1v8s1v,92,3
eve,iv,1437,1
even,iven,44672,2
evening,ivn1N,6155,2
evenings,ivn1Nz,132,2
evens,ivenz,27,2
event,evEnt,1345,2
events,1vEnts,860,2
events,ivEnts,860,2
eventually,1vEnSeli,1246,4
eventually,ivEnSeli,1246,4
ever,Ev3r,36170,2
everest,Ev3rest,65,3
everest,Evrest,65,2
everlasting,Ev3rl@st1N,130,4
every,Ev3ri,28007,3
every,Evri,28007,2
everybody,Ev3ribedi,17555,5
everybody,Evribedi,17555,4
everyday,Evrid8,555,3
everyone,Ev3riw^n,12324,4
everyone,Evriw^n,12324,3
everything,Ev3riT1N,33399,4
everything,EvriT1N,33399,3
everywhere,Ev3riwEr,2641,4
everywhere,EvriwEr,2641,3
evicted,1v1kted,72,3
eviction,1v1kSen,43,3
evidence,Evedens,4335,3
evident,Evedent,68,3
evidently,EvedEntli,298,4
evil,ivel,3731,2
evils,ivelz,72,2
evolution,EveluSen,272,4
evolution,EveluSen,272,4
evolution,ivoluSen,272,4
evolution,ivoluSen,272,4
evolutionary,EveluSenEri,60,6
evolutionary,iveluSenEri,60,6
evolve,1valv,83,2
evolve,ivalv,83,2
evolved,1valvd,161,2
evolved,ivalvd,161,2
evolving,1valv1N,58,3
evolving,ivalv1N,58,3
ewe,ju,16,1
ewing,ju1N,612,2
ex,Eks,640,1
exacerbate,1gz@s3rb8t,7,4
exact,1gz@kt,1154,2
exactly,1gz@ktli,12607,3
exaggerate,1gz@G3r8t,99,4
exaggerated,1gz@G3r8ted,64,5
exaggerated,1gz@Ger8ted,64,5
exaggerating,1gz@G3r8t1N,109,5
exaggerating,1gz@Ger8t1N,109,5
exaggeration,1gz@G3r8Sen,47,5
exaggeration,1gz@Ger8Sen,47,5
exam,1gz@m,684,2
examination,1gz@men8Sen,281,5
examine,1gz@m1n,504,3
examined,1gz@mend,275,3
examiner,1gz@men3r,130,4
examining,1gz@men1N,96,4
example,Egz@mpel,1527,3
examples,1gz@mpelz,97,3
exams,1gz@mz,145,2
excalibur,Eksk@leb3r,78,4
exceed,1ksid,64,2
exceeded,1ksided,63,3
exceedingly,1ksid1Nli,49,4
excellence,Ekselens,134,3
excellency,EkselEnsi,509,4
excellent,Ekselent,2688,3
except,1ksEpt,5696,2
exception,1ksEpSen,409,3
exceptional,1ksEpSenel,149,4
exceptionally,1ksEpSeneli,77,5
exceptions,1ksEpSenz,146,3
excess,EkssEs,156,2
excessive,EksEsev,124,3
exchange,1ksC8nG,1031,2
exchanged,1ksC8nGd,107,2
exchanging,1ksC8nG1N,57,3
excite,1ks5t,109,2
excited,1ks5t1d,2479,3
excited,1ks5ted,2479,3
excitement,1ks5tment,628,3
excites,1ks5ts,60,2
exciting,1ks5t1N,1776,3
exclamation,Eksklem8Sen,28,4
exclude,1ksklud,51,2
excluded,1kskluded,59,3
exclusive,1ksklus1v,398,3
exclusively,1ksklus1vli,92,4
excrement,Ekskrement,62,3
excruciating,1kskruSi8t1N,67,5
excuse,1kskjus,18773,2
excused,1kskjuzd,202,2
excuses,1kskjus1z,441,3
excuses,1kskjuz1z,441,3
exec,1gzEk,55,2
exec,EgzEk,55,2
execute,Eksekjut,283,3
executed,Eksekjut1d,381,4
execution,EksekjuSen,497,4
executioner,EksekjuSen3r,69,5
executions,EksekjuSenz,57,4
executive,1gzEkjet1v,541,4
executives,1gzEkjet1vz,128,4
exemplary,1gzEmpl3ri,44,4
exercise,Eks3rs5z,904,3
exercised,Eks3rs5zd,48,3
exercises,Eks3rs5z1z,175,4
exercising,Eks3rs5z1N,84,4
exhale,Eksh8l,85,2
exhales,Eksh8lz,62,2
exhaust,1gzcst,109,2
exhausted,1gzcst1d,655,3
exhausting,1gzast1N,111,3
exhausting,1gzcst1N,111,3
exhaustion,1gzcsCen,82,3
exhibit,1gz1b1t,388,3
exhibited,1gz1b1ted,42,4
exhibition,Ekseb1Sen,207,4
exhibits,1gz1b1ts,65,3
exhilarate,1gz1l3r8t,2,4
exhilarating,1gz1l3r8t1N,57,5
exile,Egz5l,95,2
exile,Eks5l,95,2
exiled,Egz5ld,49,2
exiled,Eks5ld,49,2
exist,1gz1st,1477,2
existed,1gz1sted,406,3
existence,1gz1stens,596,3
existence,Egz1stens,596,3
existing,1gz1st1N,98,3
exists,1gz1sts,575,2
exit,Egz1t,794,2
exiting,Egz1t1N,48,3
exits,Egz1ts,186,2
exits,Eksets,186,2
exodus,Eksedes,40,3
exorcism,Eks3rs1zm,95,3
exorcist,Eks3rs1st,50,3
exotic,1gzat1k,306,3
expand,1ksp@nd,178,2
expanded,1ksp@nded,55,3
expanding,1ksp@nd1N,100,3
expansion,Eksp@nSen,88,3
expect,EkspEkt,5299,2
expectation,EkspEkt8Sen,67,4
expectations,EkspEkt8Senz,268,4
expected,1kspEkt1d,1696,3
expected,1kspEkted,1696,3
expecting,1kspEkt1N,1846,3
expects,1kspEkts,240,2
expedition,Eksped1Sen,289,4
expel,1kspEl,70,2
expelled,1kspEld,230,2
expendable,1kspEndebel,77,4
expense,1kspEns,380,2
expenses,1kspEns1z,393,3
expensive,1kspEns1v,1425,3
experience,1ksp1riens,3088,4
experienced,1ksp1rienst,510,4
experiences,1ksp1riens1z,358,5
experiencing,1ksp1riens1N,221,5
experiment,1kspErement,826,4
experimental,1kspEr1mEntel,199,5
experimenting,1kspEremEnt1N,110,5
experimenting,EkspEremEnt1N,110,5
expert,Eksp3rt,1128,2
expertise,Eksp3rtiz,203,3
experts,Eksp3rts,346,2
expiration,Eksp3r8Sen,52,4
expire,1ksp5r,46,2
expired,1ksp5rd,128,2
expires,1ksp5rz,56,2
explain,Ekspl8n,5670,2
explained,1kspl8nd,598,2
explaining,1kspl8n1N,352,3
explains,1kspl8nz,461,2
explanation,Eksplen8Sen,1023,4
explanations,Eksplen8Senz,88,4
explicit,1kspl1s1t,71,3
explode,1ksplod,499,2
exploded,1ksplod1d,198,3
exploded,1ksploded,198,3
explodes,1ksplodz,126,2
exploding,1ksplod1N,132,3
exploit,1kspl2t,125,2
exploit,Ekspl2t,125,2
exploitation,Ekspl2t8Sen,51,4
exploited,Ekspl2ted,85,3
exploiting,Ekspl2t1N,62,3
exploits,Ekspl2ts,48,2
exploration,Ekspler8Sen,96,4
explore,1ksplcr,317,2
explored,1ksplcrd,65,2
explorer,1ksplcr3r,97,3
explorers,1ksplcr3rz,59,3
exploring,1ksplcr1N,139,3
explosion,1ksploZen,841,3
explosions,1ksploZenz,154,3
explosive,1ksplos1v,271,3
explosives,1ksplos1vz,331,3
export,Ekspcrt,65,2
expose,1kspoz,360,2
exposed,1kspozd,538,2
exposing,1kspoz1N,94,3
exposure,1kspoZ3r,291,3
express,1ksprEs,914,2
expressed,1ksprEst,166,2
expresses,1ksprEsez,41,3
expressing,1ksprEs1N,129,3
expression,1ksprESen,651,3
expressions,1ksprESenz,51,3
expressly,1ksprEsli,57,3
expressly,EksprEsli,57,3
expressway,1ksprEsw8,49,3
expulsion,1ksp^lSen,41,3
exquisite,Ekskwezet,213,3
extend,1kstEnd,327,2
extended,1kstEnd1d,213,3
extended,1kstEnded,213,3
extending,1kstEnd1N,54,3
extends,1kstEndz,49,2
extension,1kstEnSen,275,3
extensive,1kstEns1v,189,3
extent,1kstEnt,207,2
exterior,1kst1ri3r,121,4
exterminate,1kst3rmen8t,57,4
extermination,1kst3rmen8Sen,52,5
exterminator,1kst3rmen8t3r,102,5
external,1kst3rnel,126,3
extinct,1kst1Nkt,128,2
extinction,1kst1NkSen,76,3
extinguish,1kst1Ngw1S,43,3
extinguisher,1kst1Ngw1S3r,78,4
extortion,EkstcrSen,131,3
extra,Ekstre,3017,2
extract,1kstr@kt,150,2
extract,Ekstr@kt,150,2
extracted,1kstr@kted,56,3
extraction,1kstr@kSen,126,3
extracurricular,Ekstrek3r1kjel3r,74,6
extradition,Ekstred1Sen,66,4
extraordinarily,EkstrcrdenEreli,58,6
extraordinary,1kstrcrdenEri,771,5
extraordinary,EkstrecrdenEri,771,6
extras,Ekstrez,105,2
extraterrestrial,Ekstret3rEstriel,102,6
extravagant,Ekstr@vegent,74,4
extreme,1kstrim,558,2
extremely,1kstrimli,1210,3
eye,5,5701,1
eyeball,5bcl,94,2
eyeballs,5balz,149,2
eyeballs,5bclz,149,2
eyebrow,5brO,71,2
eyebrows,5brOz,168,2
eyedrop,5drap,3,2
eyedropper,5drap3r,7,3
eyeglass,5gl@s,3,2
eyeglasses,5gl@s1z,34,3
eyeglasses,5gl@sez,34,3
eyeing,51N,41,2
eyelash,5l@S,44,2
eyelashes,5l@Sez,62,3
eyelid,5l1d,17,2
eyelids,5l1dz,82,2
eyeliner,5l5n3r,52,3
eyes,5z,11299,1
eyesight,5s5t,99,2
eyesore,5scr,18,2
eyewitness,5w1tnes,202,3
eyewitnesses,5w1tnesez,58,4
ezekiel,EzEkiel,43,4
ezra,Ezre,166,2
fabian,f8bien,147,3
fabric,f@br1k,245,2
fabrication,f@brek8Sen,43,4
fabulous,f@bjeles,1046,3
facade,fesad,42,2
face,f8s,14747,1
faced,f8st,320,1
facedown,f8sdOn,18,2
faces,f8s1z,1363,2
faces,f8sez,1363,2
facetious,fesiSes,6,3
facial,f8Sel,293,2
facilitate,fes1let8t,50,4
facilities,fes1l1tiz,232,4
facilities,fes1letiz,232,4
facility,fes1l1ti,723,4
facing,f8s1N,548,2
fact,f@kt,8801,1
faction,f@kSen,58,2
factor,f@kt3r,370,2
factories,f@kt3riz,119,3
factors,f@kt3rz,110,2
factory,f@kt3ri,857,3
facts,f@kts,1393,1
faculty,f@kelti,248,3
fad,f@d,39,1
fade,f8d,286,1
faded,f8ded,153,2
fades,f8dz,98,1
fading,f8d1N,125,2
fag,f@g,275,1
faggot,f@get,350,2
faggots,f@gets,72,2
fags,f@gz,78,1
fahrenheit,fErenh5t,38,3
fail,f8l,1254,1
failed,f8ld,1467,1
failing,f8l1N,275,2
fails,f8lz,261,1
failure,f8lj3r,1021,2
failures,f8lj3rz,75,2
faint,f8nt,473,1
fainted,f8nt1d,222,2
faintest,f8ntest,68,2
fainting,f8nt1N,64,2
fair,fEr,4832,1
fairbanks,fErb1Nks,74,2
fairest,fErest,44,2
fairground,fErgrOnd,10,2
fairies,fEriz,134,2
fairly,fErli,468,2
fairness,fErnes,104,2
fairy,fEri,851,2
fairytale,fErit8l,175,3
faith,f8T,2363,1
faithful,f8Tfel,465,2
faithfully,f8Tfeli,77,3
fake,f8k,1853,1
faked,f8kt,177,1
faker,f8k3r,88,2
fakes,f8ks,79,1
faking,f8k1N,230,2
falcon,f@lken,169,2
fall,fcl,6044,1
fallen,falen,863,2
falling,fal1N,1837,2
fallout,falOt,111,2
fallout,fclOt,111,2
fallow,f@lo,41,2
falls,fclz,1301,1
FALSE,fcls,1078,1
falsely,falsli,67,2
falsely,fclsli,67,2
fame,f8m,441,1
famed,f8md,42,1
familiar,fem1lj3r,1760,3
families,f@meliz,1139,3
family,f@meli,18067,3
famine,f@m1n,81,2
famished,f@m1St,73,2
famous,f8mes,2296,2
fan,f@n,1792,1
fanatic,fen@t1k,84,3
fanatics,fen@t1ks,48,3
fancied,f@nsid,50,2
fancies,f@nsiz,56,2
fancy,f@nsi,1777,2
fanfare,f@nfEr,57,2
fang,f@N,98,1
fangs,f@Nz,91,1
fanny,f@ni,262,2
fans,f@nz,711,1
fantasies,f@ntesiz,255,3
fantasize,f@ntes5z,89,3
fantasizing,f@ntes5z1N,41,4
fantastic,f@nt@st1k,2029,3
fantasy,f@ntesi,828,3
far,far,11259,1
faraday,f@red8,65,3
faraday,fEred8,65,3
faraway,farew8,93,3
farce,fars,89,1
fare,fEr,314,1
farewell,fErwEl,482,2
farley,farli,79,2
farm,farm,1532,1
farmer,farm3r,604,2
farmers,farm3rz,230,2
farmhouse,farmhOs,67,2
farming,farm1N,82,2
farms,farmz,145,1
farmyard,farmjard,10,2
farrow,fEro,90,2
fart,fart,328,1
farted,farted,66,2
farther,farD3r,287,2
farthest,farDest,42,2
farting,fart1N,59,2
farts,farts,74,1
fascinated,f@sen8t1d,178,4
fascinated,f@sen8ted,178,4
fascinating,f@sen8t1N,769,4
fascination,f@sen8Sen,90,4
fascism,f@S1zm,39,2
fascist,f@S1st,125,2
fashion,f@Sen,957,2
fashionable,f@Senebel,98,4
fashioned,f@Send,71,2
fashions,f@Senz,44,2
fast,f@st,7010,1
fastball,f@stbcl,59,2
fasten,f@sen,190,2
fastened,f@send,62,2
faster,f@st3r,2233,2
fastest,f@stest,298,2
fat,f@t,4051,1
fatal,f8tel,362,2
fatality,fet@leti,46,4
fate,f8t,1375,1
fateful,f8tfel,51,2
fates,f8ts,59,1
father,faD3r,28279,2
fathers,faD3rz,482,2
fathom,f@Dem,53,2
fatigue,fetig,93,2
fats,f@ts,48,1
fatso,f@tso,161,2
fatten,f@ten,23,2
fatter,f@t3r,72,2
fatty,f@ti,260,2
faucet,fcset,73,2
fault,fclt,5310,1
faults,falts,106,1
faults,fclts,106,1
faulty,falti,83,2
faulty,fclti,83,2
faux,fo,41,1
favor,f8v3r,3609,2
favorable,f8v3rebel,55,4
favored,f8v3rd,49,2
favorite,f8v3r1t,3032,3
favorites,f8v3r1ts,200,3
favorites,f8verets,200,3
favors,f8v3rz,380,2
favour,f8v3r,948,2
favourite,f8v3r1t,745,3
favours,f8v3rz,96,2
fawn,fcn,36,1
fax,f@ks,357,1
faxed,f@kst,65,1
fay,f8,263,1
faze,f8z,22,1
fear,f1r,3523,1
feared,f1rd,289,1
fearful,f1rfel,110,2
fearing,f1r1N,44,2
fearless,f1rles,152,2
fears,f1rz,467,1
feasible,fizebel,31,3
feast,fist,342,1
feat,fit,78,1
feather,fED3r,338,2
feathers,fED3rz,291,2
feature,fiC3r,298,2
featured,fiC3rd,63,2
features,fiC3rz,244,2
featuring,fiC3r1N,83,3
february,fEbruEri,280,4
feck,fEk,42,1
fed,fEd,810,1
federal,fEd3rel,1173,3
federation,fEd3r8Sen,197,4
feds,fEdz,359,1
fee,fi,494,1
feeble,fibel,86,2
feed,fid,2162,1
feedback,fidb@k,140,2
feeder,fid3r,35,2
feeding,fid1N,599,2
feeds,fidz,193,1
feel,fil,31989,1
feeling,fil1N,8577,2
feelings,fil1Nz,2938,2
feels,filz,3569,1
fees,fiz,144,1
feet,fit,6157,1
feigning,f8n1N,9,2
feint,f8nt,23,1
feisty,f5sti,71,2
felicity,f1l1seti,857,4
feline,fil5n,46,2
felix,fil1ks,423,2
fell,fEl,3723,1
fella,fEle,1705,2
fellas,fElez,1973,2
feller,fEl3r,87,2
fellow,fElo,2987,2
fellows,fEloz,676,2
fellowship,fEloS1p,150,3
felon,fElen,128,2
felons,fElenz,64,2
felony,fEleni,285,3
felt,fElt,6111,1
female,fim8l,1612,2
females,fim8lz,173,2
feminine,fEmen1n,233,3
feminist,fEmen1st,93,3
femme,fEm,63,1
femoral,fEm3rel,54,3
femur,fim3r,58,2
fen,fEn,18,1
fence,fEns,819,1
fences,fEnsez,120,2
fencing,fEns1N,70,2
fend,fEnd,47,1
fender,fEnd3r,130,2
fern,f3rn,163,1
ferocious,f3roSes,79,3
ferret,fEret,83,2
ferris,fEr1s,209,2
ferry,fEri,273,2
fertile,f3rt5l,80,2
fertile,f3rtel,80,2
fertility,f3rt1l1ti,97,4
fertilizer,f3rtel5z3r,100,4
fest,fEst,69,1
fester,fEst3r,137,2
festival,fEst1vel,505,3
festival,fEstevel,505,3
festive,fEst1v,98,2
festivities,fEst1v1tiz,71,4
fetal,fitel,59,2
fetch,fEC,559,1
fetching,fEC1N,66,2
fete,fEt,16,1
fetish,fEt1S,117,2
fetus,fites,82,2
feud,fjud,66,1
fever,fiv3r,1017,2
few,fju,15393,1
fewer,fju3r,152,2
fez,fEz,196,1
fi,f5,75,1
fiance,fians8,201,3
fiancee,fians8,154,3
fiasco,fi@sko,83,3
fib,f1b,65,1
fibber,f1b3r,8,2
fiber,f5b3r,156,2
fibers,f5b3rz,111,2
fiche,fiS,1,1
fickle,f1kel,60,2
fiction,f1kSen,310,2
fictional,f1kSenel,71,3
fiddle,f1del,185,2
fiddler,f1dl3r,45,2
fiddling,f1dl1N,43,2
fide,f5d,56,1
fidelity,f1dEleti,101,4
fidgety,f1Geti,18,3
field,fild,3580,1
fielding,fild1N,108,2
fields,fildz,609,1
fiend,find,143,1
fierce,f1rs,244,1
fiercely,f1rsli,48,2
fiery,f5ri,103,2
fiesta,fiEste,64,3
fife,f5f,53,1
fifteen,f1ftin,895,2
fifth,f1fT,979,1
fifty,f1fti,960,2
fig,f1g,62,1
fight,f5t,10255,1
fighter,f5t3r,652,2
fighters,f5t3rz,362,2
fighting,f5t1N,3611,2
fights,f5ts,614,1
figment,f1gment,55,2
figure,f1gj3r,6598,2
figured,f1gj3rd,3893,2
figures,figj3rz,949,2
figuring,f1gj3r1N,318,3
fiji,fiGi,75,2
file,f5l,2246,1
filed,f5ld,449,1
files,f5lz,1358,1
filet,f1l8,48,2
filibuster,f1leb^st3r,11,4
filing,f5l1N,232,2
filipino,f1lepino,59,4
fill,f1l,2241,1
filled,f1ld,1386,1
filling,f1l1N,494,2
fills,f1lz,133,1
filly,f1li,60,2
film,f1lm,3328,1
filmed,f1lmd,121,1
filming,f1lm1N,198,2
filmmaker,f1lm8k3r,104,3
films,f1lmz,750,1
filter,f1lt3r,162,2
filters,f1lt3rz,48,2
filth,f1lT,231,1
filthiness,f1lTines,9,3
filthy,f1lTi,838,2
fin,f1n,174,1
final,f5nel,2533,2
finale,f1n@li,125,3
finale,fen@li,125,3
finalists,f5nel1sts,57,3
finally,f5neli,5989,3
finals,f5nelz,340,2
finance,f1n@ns,273,2
finance,f5n@ns,273,2
finance,fen@ns,273,2
financed,f1n@nst,49,2
financed,f5n@nst,49,2
finances,f1n@nsez,79,3
finances,f5n@nsez,79,3
financial,f1n@nSel,777,3
financial,f5n@nSel,777,3
financial,fen@nSel,777,3
financially,f1n@nSeli,139,4
financially,f5n@nSeli,139,4
financing,f1n@ns1N,85,3
financing,f5n@ns1N,85,3
finch,f1nC,205,1
find,f5nd,42379,1
finder,f5nd3r,85,2
finding,f5nd1N,1935,2
findings,f5nd1Nz,137,2
finds,f5ndz,1492,1
fine,f5n,30502,1
fined,f5nd,43,1
finely,f5nli,45,2
finer,f5n3r,132,2
finesse,f1nEs,71,2
finest,f5nest,840,2
finger,f1Ng3r,1870,2
fingernail,f1Ng3rn8l,68,3
fingernails,f1Ng3rn8lz,210,3
fingerprint,f1Ng3rpr1nt,163,3
fingerprints,f1Ng3rpr1nts,586,3
fingers,f1Ng3rz,1696,2
fingertip,f1Ng3rt1p,10,3
fingertips,f1Ng3rt1ps,84,3
finish,f1n1S,5045,2
finished,f1n1St,4269,2
finishes,f1n1S1z,182,3
finishing,f1n1S1N,403,3
fink,f1Nk,206,1
finland,f1nlend,45,2
finn,f1n,251,1
fins,f1nz,60,1
fir,f3r,22,1
fire,f5r,10990,1
firearm,f5rarm,76,2
firearms,f5rarmz,155,2
fireball,f5rbal,76,2
fireball,f5rbcl,76,2
firecracker,f5rkr@k3r,54,3
fired,f5rd,3159,1
firefighter,f5rf5t3r,52,3
firefighters,f5rf5t3rz,43,3
fireflies,f5rfl5z,52,2
firefly,f5rfl5,28,2
firehouse,f5rhOs,62,2
fireman,f5rmen,149,2
firemen,f5rmen,109,2
fireplace,f5rpl8s,259,2
firepower,f5rpO3r,98,3
fires,f5rz,498,1
firewall,f5rwal,55,2
firewood,f5rwUd,77,2
firework,f5rw3rk,8,2
fireworks,f5rw3rks,287,2
firing,f5r1N,937,2
firm,f3rm,1799,1
firmly,f3rmli,136,2
firms,f3rmz,82,1
first,f3rst,42869,1
firstborn,f3rstbcrn,40,2
firsthand,f3rsth@nd,75,2
firstly,f3rstli,53,2
fish,f1S,4258,1
fishbowl,f1Sbol,9,2
fished,f1St,62,1
fisher,f1S3r,432,2
fisherman,f1S3rm@n,221,3
fisherman,f1S3rmen,221,3
fishermen,f1S3rmen,104,3
fishes,f1Sez,121,2
fishing,f1S1N,1204,2
fishy,f1Si,143,2
fist,f1st,375,1
fistful,f1stfel,30,2
fists,f1sts,151,1
fit,f1t,2937,1
fitch,f1C,129,1
fitness,f1tnes,89,2
fits,f1ts,654,1
fitted,f1ted,89,2
fittest,f1test,41,2
fitting,f1t1N,285,2
five,f5v,14558,1
fives,f5vz,67,1
fix,f1ks,4426,1
fixed,f1kst,1647,1
fixer,f1ks3r,36,2
fixes,f1ksez,75,2
fixing,f1ks1N,533,2
fixtures,f1ksC3rz,66,2
fizz,f1z,31,1
fizzy,f1zi,11,2
fjord,fjcrd,24,1
flabby,fl@bi,41,2
flack,fl@k,55,1
flag,fl@g,892,1
flagellation,fl@Gel8Sen,6,4
flagged,fl@gd,46,1
flagpole,fl@gpol,37,2
flags,fl@gz,175,1
flagship,fl@gS1p,49,2
flagstaff,fl@gst@f,42,2
flail,fl8l,9,1
flair,flEr,116,1
flak,fl@k,54,1
flake,fl8k,89,1
flakes,fl8ks,95,1
flaky,fl8ki,45,2
flame,fl8m,461,1
flamenco,flemENko,18,3
flames,fl8mz,382,1
flaming,fl8m1N,130,2
flamingo,flem1Ngo,60,3
flan,fl@n,86,1
flan,flan,86,1
flanders,fl@nd3rz,47,2
flange,fl@nG,12,1
flank,fl@Nk,236,1
flannel,fl@nel,70,2
flap,fl@p,135,1
flapping,fl@p1N,85,2
flaps,fl@ps,73,1
flare,flEr,215,1
flares,flErz,72,1
flash,fl@S,783,1
flashback,fl@Sb@k,54,2
flashed,fl@St,65,1
flashes,fl@Sez,135,2
flashing,fl@S1N,163,2
flashlight,fl@Sl5t,302,2
flashlights,fl@Sl5ts,56,2
flashy,fl@Si,97,2
flask,fl@sk,57,1
flat,fl@t,1337,1
flatness,fl@tnes,4,2
flats,fl@ts,86,1
flatten,fl@ten,63,2
flatter,fl@t3r,200,2
flattered,fl@t3rd,398,2
flattering,fl@t3r1N,195,3
flattery,fl@t3ri,70,3
flaunt,flcnt,50,1
flavor,fl8v3r,255,2
flavorings,fl8v3r1Nz,5,3
flavors,fl8v3rz,66,2
flavour,fl8v3r,61,2
flaw,flc,155,1
flawed,flad,63,1
flawed,flcd,63,1
flawless,flales,80,2
flawless,flcles,80,2
flaws,flaz,91,1
flaws,flcz,91,1
flax,fl@ks,24,1
flays,fl8z,4,1
flea,fli,169,1
fleas,fliz,133,1
fleck,flEk,7,1
fled,flEd,224,1
flee,fli,233,1
fleece,flis,59,1
fleeing,fli1N,112,2
fleet,flit,540,1
fleeting,flit1N,86,2
fleming,flEm1N,227,2
flesh,flES,1125,1
fletch,flEC,52,1
fletcher,flEC3r,414,2
fleur,fl3r,56,1
flew,flu,785,1
flex,flEks,50,1
flexibility,flEkseb1leti,50,5
flexible,flEksebel,136,3
flick,fl1k,257,1
flicker,fl1k3r,35,2
flicks,fl1ks,43,1
flier,fl53r,109,2
fliers,fl53rz,65,2
flies,fl5z,717,1
flight,fl5t,3044,1
flights,fl5ts,234,1
flimsy,fl1mzi,42,2
flinch,fl1nC,58,1
fling,fl1N,180,1
flint,fl1nt,222,1
flip,fl1p,728,1
flipped,fl1pt,253,1
flipper,fl1p3r,45,2
flipping,fl1p1N,149,2
flips,fl1ps,63,1
flirt,fl3rt,200,1
flirted,fl3rted,48,2
flirting,fl3rt1N,271,2
flo,flo,79,1
float,flot,381,1
floated,floted,68,2
floater,flot3r,50,2
floating,flot1N,491,2
floats,flots,101,1
flock,flak,237,1
floe,flo,11,1
flog,flag,15,1
flood,fl^d,291,1
flooded,fl^ded,142,2
flooding,fl^d1N,86,2
floods,fl^dz,58,1
floor,flcr,5132,1
floorboards,flcrbcrdz,49,2
flooring,flcr1N,22,2
floors,flcrz,407,1
flop,flap,118,1
floppy,flapi,58,2
flor,flcr,44,1
flora,flcre,114,2
florence,flcrens,274,2
flores,flcrEz,43,2
florida,flar1de,938,3
florida,flarede,938,3
florida,flcr1de,938,3
florida,flcrede,938,3
florist,flcr1st,123,2
floss,flas,100,1
flounder,flOnd3r,43,2
flour,flO3r,161,2
flour,flOr,161,1
flourish,fl3r1S,41,2
flow,flo,701,1
flower,flO3r,1161,2
flowerpot,flO3rpat,14,3
flowers,flO3rz,2427,2
flowing,flo1N,217,2
flown,flon,232,1
flows,floz,142,1
flu,flu,444,1
fluent,fluent,59,2
fluff,fl^f,72,1
fluffy,fl^fi,185,2
fluid,flu1d,456,2
fluids,flu1dz,167,2
fluke,fluk,89,1
flung,fl^N,44,1
flunk,fl^Nk,92,1
flunked,fl^Nkt,90,1
flunking,fl^Nk1N,45,2
fluorescent,flUrEsent,30,3
flush,fl^S,478,1
flushed,fl^St,153,1
flushing,fl^S1N,75,2
flute,flut,108,1
flutter,fl^t3r,44,2
flux,fl^ks,53,1
fly,fl5,4335,1
flyer,fl53r,173,2
flyers,fl53rz,121,2
flying,fl51N,2579,2
flytrap,fl5tr@p,10,2
foal,fol,14,1
foam,fom,179,1
foamy,fomi,14,2
focus,fok1s,1499,2
focus,fokes,1499,2
focused,fok1st,403,2
focused,fokest,403,2
focusing,fokes1N,142,3
foe,fo,94,1
fog,fag,482,1
foggy,fagi,66,2
foible,f2bel,2,2
foil,f2l,62,1
foist,f2st,8,1
fold,fold,440,1
folded,folded,148,2
folder,fold3r,83,2
folding,fold1N,106,2
folds,foldz,52,1
folk,fok,365,1
folklore,foklcr,45,2
folks,foks,3878,1
follies,faliz,43,2
follow,falo,6283,2
followed,falod,1739,2
followers,falo3rz,140,3
following,falo1N,2310,3
follows,faloz,371,2
folly,fali,74,2
fond,fand,629,1
fondue,fandu,47,2
font,fant,48,1
food,fud,7876,1
foods,fudz,154,1
fool,ful,4556,1
fooled,fuld,524,1
fooling,ful1N,626,2
foolish,ful1S,893,2
foolishness,ful1Snes,106,3
foolproof,fulpruf,94,2
fools,fulz,681,1
foot,fUt,3311,1
footage,fUt1G,422,2
football,fUtbcl,1914,2
footing,fUt1N,52,2
